Name,Section,URL,Current Price,Old Price,Price Difference,Percent Difference
"Sejoy Hair Clippers for Men, Cordless Barber Grooming Set Professional Hair Cutting Kit,Rechargeable Home Haircut",Beauty,https://www.walmart.com/ip/Sejoy-Hair-Clippers-for-Men-Cordless-Barber-Grooming-Set-Professional-Hair-Cutting-Kit-Rechargeable-Home-Haircut/2220702423?athbdg=L1600,$14.79,$59.99,$45.20,75.35%
Fenchilin Large Hollywood Vanity Mirror with Lights Bluetooth Tabletop Wall Mount Metal White,Beauty,https://www.walmart.com/ip/Fenchilin-Large-Hollywood-Vanity-Mirror-with-Lights-Bluetooth-Tabletop-Wall-Mount-Metal-White/841413094,$98.99,$169.99,$71.00,41.77%
Eternity by Calvin Klein for Men 3.3 oz Eau de Toilette Spray,Beauty,https://www.walmart.com/ip/Eternity-by-Calvin-Klein-for-Men-3-3-oz-Eau-de-Toilette-Spray/221777553?athbdg=L1700,$35.90,$90.00,$54.10,60.11%
Gellen 12 Colors Colorful Rainbow Gel Nail Polish Starter Manicure Sets - with 72W UV/LED Nail Lamp,Beauty,https://www.walmart.com/ip/Gellen-12-Colors-Colorful-Rainbow-Gel-Nail-Polish-Starter-Manicure-Sets-with-72W-UV-LED-Nail-Lamp/947215875,$32.97,$38.79,$5.82,15.00%
"58 Colors Professional Makeup Kit for Women Full Kit,All in One Makeup Set for Women Girls Beginner,Makeup Gift Set with Eye Shadow Blush,Lipstick,Compact Powder,Mascara,Eyeliner,Eyebrow Pencil……",Beauty,https://www.walmart.com/ip/58-Colors-Professional-Makeup-Kit-Women-Full-Kit-All-One-Set-Girls-Beginner-Makeup-Gift-Eye-Shadow-Blush-Lipstick-Compact-Powder-Mascara-Eyeliner-Eye/1435982743?athbdg=L1600,$33.99,$39.99,$6.00,15.00%
Blow Dryer Brush Hot Air Brush One Step Volumizer Ion Hair Straightener Brush Black DipRevo,Beauty,https://www.walmart.com/ip/Blow-Dryer-Brush-Hot-Air-Brush-One-Step-Volumizer-Ion-Hair-Straightener-Brush-Black-DipRevo/320734979?athbdg=L1600,$19.99,$69.99,$50.00,71.44%
Image Skincare The Max Stem Cell Creme 1.7 oz,Beauty,https://www.walmart.com/ip/Image-Skincare-The-Max-Stem-Cell-Creme-1-7-oz/116773271,$47.45,$102.00,$54.55,53.48%
Fenair Bluetooth Hollywood Vanity Mirror with Lights Wireless Charging Tabletop Metal White,Beauty,https://www.walmart.com/ip/Fenair-Bluetooth-Hollywood-Vanity-Mirror-with-Lights-Wireless-Charging-Tabletop-Metal-White/1890409305,$49.99,$69.99,$20.00,28.58%
Water Wave Wigs Human Hair Pre Plucked Brazilian Human Hair Wigs for Black Women 22 inch Curly Human Hair Wigs,Beauty,https://www.walmart.com/ip/Water-Wave-Wigs-Human-Hair-Pre-Plucked-Brazilian-Human-Hair-Wigs-for-Black-Women-22-inch-Curly-Human-Hair-Wigs/373318252?athbdg=L1600,$16.59,$29.99,$13.40,44.68%
COOLJEEN Hollywood Vanity Mirror with Lights 360° Swivel Tabletop Metal White,Beauty,https://www.walmart.com/ip/COOLJEEN-Hollywood-Vanity-Mirror-with-Lights-360-Swivel-Tabletop-Metal-White/976750197,$32.99,$39.99,$7.00,17.50%
"Nexpure 5 in 1 Multifunctional Hair Dryer Styling Tool, Detachable 5-in-1 Multi-Head Hot Air Comb, the Negative Ion Automatic Suction Hair Curler for Women",Beauty,https://www.walmart.com/ip/Nexpure-5-1-Multifunctional-Hair-Dryer-Styling-Tool-Detachable-5-in-1-Multi-Head-Hot-Air-Comb-Negative-Ion-Automatic-Suction-Curler-Women/1506537061?athbdg=L1600,$41.89,$159.99,$118.10,73.82%
Strivectin S.T.A.R. Light Advance Retinol Night Oil 1 oz / 30 ml,Beauty,https://www.walmart.com/ip/Strivectin-S-T-A-R-Light-Advance-Retinol-Night-Oil-1-oz-30-ml/964971711,$44.46,$99.00,$54.54,55.09%
PTR Water Drench Hyaluronic Cloud Cream .67oz,Beauty,https://www.walmart.com/ip/PTR-Water-Drench-Hyaluronic-Cloud-Cream-67oz/967231784?athbdg=L1600,$16.99,$22.00,$5.01,22.77%
"Fenchilin Large Hollywood Vanity Mirror with Lights Bluetooth Tabletop Wall Mount Metal White 32"" x 23""",Beauty,https://www.walmart.com/ip/Fenchilin-Large-Hollywood-Vanity-Mirror-with-Lights-Bluetooth-Tabletop-Wall-Mount-Metal-White-32-x-23/531555984?athbdg=L1600,$166.99,$239.99,$73.00,30.42%
Elemis Superfood Prebiotic Night Cream - 1.7 Oz,Beauty,https://www.walmart.com/ip/Elemis-Superfood-Prebiotic-Night-Cream-1-7-Oz/653407548?athbdg=L1700,$36.89,$41.00,$4.11,10.02%
"Hair Dryer, NEXPURE 1800W Professional Ionic Hairdryer for Hair Care, Powerful Hot/Cool Wind Blow Dryer, 3 Magnetic Attachments, ETL, UL and ALCI Safety Plug (Dark Grey)",Beauty,https://www.walmart.com/ip/Hair-Dryer-NEXPURE-1800W-Professional-Ionic-Hairdryer-Care-Powerful-Hot-Cool-Wind-Blow-3-Magnetic-Attachments-ETL-UL-ALCI-Safety-Plug-Dark-Grey/1944146869?athbdg=L1600,$31.99,$119.99,$88.00,73.34%
"Febfoxs Head Shavers,7D Head Shaver 5 in 1 Bald Head Shavers for Men Electric Razor, Waterproof Wet/Dry Mens Grooming Kit with Beard Clippers Nose Trimmer",Beauty,https://www.walmart.com/ip/Febfoxs-Head-Shavers-7D-Shaver-5-1-Bald-Shavers-Men-Electric-Razor-Waterproof-Wet-Dry-Mens-Grooming-Kit-Beard-Clippers-Nose-Trimmer/3760145140?athbdg=L1600,$28.99,$119.99,$91.00,75.84%
"L.O.L Surprise! Townley Girl Train Case Cosmetic Makeup Set, Pretend Play Toy and Gift for Girls, Ages 5+",Beauty,https://www.walmart.com/ip/L-O-L-Surprise-Townley-Girl-Train-Case-Cosmetic-Makeup-Set-Pretend-Play-Toy-and-Gift-for-Girls-Ages-5/336987605?athbdg=L1600,$24.60,$39.99,$15.39,38.48%
Super Restorative Remodelling Serum by Clarins for Unisex - 1 oz Serum,Beauty,https://www.walmart.com/ip/Super-Restorative-Remodelling-Serum-by-Clarins-for-Unisex-1-oz-Serum/109829856?athbdg=L1700,$54.90,$145.00,$90.10,62.14%
"2 in 1 Flat Iron, 1.35"" Jungle Wave Ionic Hair Straightener and Curling Iron for Curls, Waves, Straight hair",Beauty,https://www.walmart.com/ip/2-in-1-Flat-Iron-1-35-Jungle-Wave-Ionic-Hair-Straightener-and-Curling-Iron-for-Curls-Waves-Straight-hair/1330572607?athbdg=L1600,$18.99,$38.99,$20.00,51.30%
"Kids Makeup Set for Girl Toys, 60PCS in 1 Real Washable Makeup Princess Gift Toys for Girls Play Make Up Toys Makeup Vanities for Girls Age 4 5 6 7 8 9 Birthday",Beauty,https://www.walmart.com/ip/Kids-Makeup-Set-Girl-Toys-60PCS-1-Real-Washable-Princess-Gift-Toys-Girls-Play-Make-Up-Vanities-Age-4-5-6-7-8-9-Birthday/1640816253,$21.99,$59.99,$38.00,63.34%
"Sejoy Men's Electric Shaver, 5 in 1 Rotary Razor Trimmer, Cordless Rechargeable Waterproof Grooming Kit, Blue",Beauty,https://www.walmart.com/ip/Sejoy-Men-s-Electric-Shaver-5-in-1-Rotary-Razor-Trimmer-Cordless-Rechargeable-Waterproof-Grooming-Kit-Blue/2701928674?athbdg=L1600,$19.66,$59.99,$40.33,67.23%
"Sejoy Men Electric Razor Shaver for Men Face with Pop-Up Trimmer,Rechargeable Cordless Electric Rotary Shaver, Wet & Dry IPX7 Waterproof,Black Silver",Beauty,https://www.walmart.com/ip/Sejoy-Men-Electric-Razor-Shaver-for-Men-Face-with-Pop-Up-Trimmer-Rechargeable-Cordless-Electric-Rotary-Shaver-Wet-Dry-IPX7-Waterproof-Black-Silver/2830014775,$16.96,$65.99,$49.03,74.30%
Jungle Wave Airflow Styler Hair Straightener and Curler - Ionic Flat Iron Curling Iron with 360° Cool Air Vents,Beauty,https://www.walmart.com/ip/Jungle-Wave-Airflow-Styler-Hair-Straightener-and-Curler-Ionic-Flat-Iron-Curling-Iron-with-360-Cool-Air-Vents/1845941482,$29.99,$68.99,$39.00,56.53%
Peter Thomas Roth Vital-E Microbiome Age Defense Cream 1.7 oz,Beauty,https://www.walmart.com/ip/Peter-Thomas-Roth-Vital-E-Microbiome-Age-Defense-Cream-1-7-oz/716571734,$39.55,$75.00,$35.45,47.27%
Angel / Thierry Mugler EDP Refill 3.4 oz (100 ml) (W),Beauty,https://www.walmart.com/ip/Angel-Thierry-Mugler-EDP-Refill-3-4-oz-100-ml-W/778541920?athbdg=L1700,$109.90,$125.65,$15.75,12.53%
Coach New York for Women 3oz EDT Sp,Beauty,https://www.walmart.com/ip/Coach-New-York-for-Women-3oz-EDT-Sp/258691845,$34.99,$107.00,$72.01,67.30%
"Fairywill Ultrasonic Electric Toothbrush for Adults , Rechargeable Whitening Sonic Toothbrush with 8 Duponts Brush Heads 5 Modes , Waterproof",Beauty,https://www.walmart.com/ip/Fairywill-Ultrasonic-Electric-Toothbrush-for-Adults-Rechargeable-Whitening-Sonic-Toothbrush-with-8-Duponts-Brush-Heads-5-Modes-Waterproof/653097034?athbdg=L1600,$22.59,$72.98,$50.39,69.05%
"Image Skincare The Max Stem Eye Creme, 0.5 Oz",Beauty,https://www.walmart.com/ip/Image-Skincare-The-Max-Stem-Eye-Creme-0-5-Oz/130636276,$28.67,$56.00,$27.33,48.80%
"Elecsop 5 in 1 Hair Blower Hot Air Brush, Electric Hair Comb Rotating Hot Air Brush for All Hairstyle",Beauty,https://www.walmart.com/ip/Elecsop-5-in-1-Hair-Blower-Hot-Air-Brush-Electric-Hair-Comb-Rotating-Hot-Air-Brush-for-All-Hairstyle/198211238,$43.99,$69.99,$26.00,37.15%
"Sejoy Men's Beard Trimmer,Hair Clippers, Waterproof Electric Nose Haircut Mustache Body Trimmer Cordless Foil Shaver Grooming Kit,USB Rechargeable and LED Display Home Travel,Black",Beauty,https://www.walmart.com/ip/Sejoy-Men-s-Beard-Trimmer-Hair-Clippers-Waterproof-Electric-Nose-Haircut-Mustache-Body-Trimmer-Cordless-Foil-Shaver-Grooming-Kit-USB-Rechargeable-LED/1608789193,$28.99,$69.99,$41.00,58.58%
Peter Thomas Roth 24K Gold Mask Pure Luxury Lift & Firm Mask. 5 oz,Beauty,https://www.walmart.com/ip/Peter-Thomas-Roth-24K-Gold-Mask-Pure-Luxury-Lift-Firm-Mask-5-oz/113407620?athbdg=L1700,$45.60,$80.00,$34.40,43.00%
"KIPOZI Professional Negative Ion Hair Straightener, Anti-Static Flat Iron with Floating Titanium Plates, 1 Inch, Pink",Beauty,https://www.walmart.com/ip/KIPOZI-Professional-Negative-Ion-Hair-Straightener-Anti-Static-Flat-Iron-with-Floating-Titanium-Plates-1-Inch-Pink/661719237,$25.99,$36.99,$11.00,29.74%
"Peter Thomas Roth FirmX Collagen Moisturizer, for Fine Lines/Wrinkles 50 ml / 1.7 oz",Beauty,https://www.walmart.com/ip/Peter-Thomas-Roth-FirmX-Collagen-Moisturizer-for-Fine-Lines-Wrinkles-50-ml-1-7-oz/321856054,$50.05,$85.00,$34.95,41.12%
"Skin Ceuticals Metacell Renewal B3 Lightweight Lotion for Skin, 1.7 oz",Beauty,https://www.walmart.com/ip/Skin-Ceuticals-Metacell-Renewal-B3-Lightweight-Lotion-for-Skin-1-7-oz/100002700?athbdg=L1700,$89.14,$110.00,$20.86,18.96%
"PCA Skin Rebalance daily moisturizer 04 / hydrate, 48 g / 1.7 fl. oz",Beauty,https://www.walmart.com/ip/PCA-Skin-Rebalance-daily-moisturizer-04-hydrate-48-g-1-7-fl-oz/958749694,$36.95,$49.00,$12.05,24.59%
"Fenair Hollywood Vanity Mirror 360 Degree Rotation with Light Touch Screen Desktop Metallic White 14.5 ""x 18.5""",Beauty,https://www.walmart.com/ip/Fenair-Hollywood-Vanity-Mirror-360-Degree-Rotation-with-Light-Touch-Screen-Desktop-Metallic-White-14-5-x-18-5/553284786,$39.99,$69.99,$30.00,42.86%
"Peter Thomas Roth Acne-Clear Invisible Dots Blemish Treatment, 72 Count",Beauty,https://www.walmart.com/ip/Peter-Thomas-Roth-Acne-Clear-Invisible-Dots-Blemish-Treatment-72-Count/114080831,$23.83,$30.00,$6.17,20.57%
Sendida Washable Real Kids Makeup Kit for Little Girls Gift Toys Play Makeup for 4 5 6 7 8 Years Old Girls (28PCS),Beauty,https://www.walmart.com/ip/Sendida-Washable-Real-Kids-Makeup-Kit-for-Little-Girls-Gift-Toys-Play-Makeup-for-4-5-6-7-8-Years-Old-Girls-28PCS/796411704,$18.99,$35.99,$17.00,47.24%
"Spa Gift Baskets for Women, 10 Pcs Cherry Blossom Bath and Body Sets Luxury Wicker Baskets",Beauty,https://www.walmart.com/ip/Spa-Gift-Baskets-for-Women-10-Pcs-Cherry-Blossom-Bath-and-Body-Sets-Luxury-Wicker-Baskets/225947621,$29.99,$45.99,$16.00,34.79%
"TALL Stackable Makeup Storage Drawers, Vtopmart 4 Pack Acrylic Bathroom Organizers, Clear Plastic Storage Bins, 6.6"" High",Beauty,https://www.walmart.com/ip/TALL-Stackable-Makeup-Storage-Drawers-Vtopmart-4-Pack-Acrylic-Bathroom-Organizers-Clear-Plastic-Storage-Bins-6-6-High/1858156240,$20.99,$26.99,$6.00,22.23%
"190 Colors Makeup Palette Set Kit - Combination,Professional Makeup Kit for Teenager Girls,Include Eyeshadow/Facial Blusher/Eyebrow Powder/Concealer Powder/Eyeliner Pencil/Mirror All-in-One Makeup Set",Beauty,https://www.walmart.com/ip/190-Colors-Makeup-Palette-Set-Kit-Combination-Professional-Teenager-Girls-Include-Eyeshadow-Facial-Blusher-Eyebrow-Powder-Concealer-Powder-Eyeliner-P/1896669831,$20.99,$27.85,$6.86,24.63%
Peter Thomas Roth Firmx Collagen Serum for Unisex 1 oz Serum,Beauty,https://www.walmart.com/ip/Peter-Thomas-Roth-Firmx-Collagen-Serum-for-Unisex-1-oz-Serum/365430554,$46.32,$83.80,$37.48,44.73%
"Shower Loofah Bath Sponge 75g - 4 Pack Large Soft Nylon Mesh Puff for Body Wash, Loofah Shower Exfoliating Scrubber for Women and Men, Full Cleanse, Beauty Bathing Accessories",Beauty,https://www.walmart.com/ip/Shower-Loofah-Bath-Sponge-75g-4-Pack-Large-Soft-Nylon-Mesh-Puff-Body-Wash-Exfoliating-Scrubber-Women-Men-Full-Cleanse-Beauty-Bathing-Accessories/1287160205,$8.99,$10.24,$1.25,12.21%
Clinique Mineral Sunscreen Fluid for Face SPF50 - 30 ml / 1 oz,Beauty,https://www.walmart.com/ip/Clinique-Mineral-Sunscreen-Fluid-for-Face-SPF50-30-ml-1-oz/272970096?athbdg=L1700,$25.85,$28.74,$2.89,10.06%
Shiseido Vital Perfection Uplifting Firming Day Cream SPF 30 1.7 oz Skin Care 730852149373,Beauty,https://www.walmart.com/ip/Shiseido-Vital-Perfection-Uplifting-Firming-Day-Cream-SPF-30-1-7-oz-Skin-Care-730852149373/172417518,$59.49,$67.99,$8.50,12.50%
"CeraVe AM Facial Moisturizing Lotion with Broad Spectrum SPF 30, 3 oz",Beauty,https://www.walmart.com/ip/CeraVe-AM-Facial-Moisturizing-Lotion-with-Broad-Spectrum-SPF-30-3-oz/987357874?athbdg=L1700,$13.98,$19.60,$5.62,28.67%
Perricone MD Face Finishing & Firming Moisturizer 0.5 Ounce,Beauty,https://www.walmart.com/ip/Perricone-MD-Face-Finishing-Firming-Moisturizer-0-5-Ounce/120255209?athbdg=L1700,$15.48,$22.00,$6.52,29.64%
"Cosprof Magnetic Eyelashes with Eyeliner Kit, 10 Pairs Magnetic Eyelashes with 2 Pcs Eyeliner, Lightweight Magnetic Eyeliner and Eyelashes Kit, Waterproof Magnetic Eyeliners with Reusable Lashes",Beauty,https://www.walmart.com/ip/Cosprof-Magnetic-Eyelashes-Eyeliner-Kit-10-Pairs-2-Pcs-Eyeliner-Lightweight-Waterproof-Eyeliners-Reusable-Lashes/472388925,$10.42,$11.58,$1.16,10.02%
"Hair Straightener Brush,Febfoxs 2-in-1 Ceramic Ionic Straightening Brush,20s Fast Heating & Anti-Scald,Auto Temperature Lock,Black - KR005",Beauty,https://www.walmart.com/ip/Hair-Straightener-Brush-Febfoxs-2-in-1-Ceramic-Ionic-Straightening-Brush-20s-Fast-Heating-Anti-Scald-Auto-Temperature-Lock-Black-KR005/2472343652?athbdg=L1600,$27.99,$119.99,$92.00,76.67%
"5 in 1 Hair Dryer Brush, Hot Air Brush, Scalp Massager, Curler and Straightener with Travel Bag",Beauty,https://www.walmart.com/ip/5-in-1-Hair-Dryer-Brush-Hot-Air-Brush-Scalp-Massager-Curler-and-Straightener-with-Travel-Bag/1753559833?athbdg=L1600,$45.99,$59.99,$14.00,23.34%
Naturopathica Oat Cleansing Facial Polish - 5 oz,Beauty,https://www.walmart.com/ip/Naturopathica-Oat-Cleansing-Facial-Polish-5-oz/528996764?athbdg=L1700,$41.84,$46.50,$4.66,10.02%
Skin Ceuticals Equalizing Toner 6.8 oz,Beauty,https://www.walmart.com/ip/Skin-Ceuticals-Equalizing-Toner-6-8-oz/426277573?athbdg=L1700,$35.00,$47.50,$12.50,26.32%
IMAGE Skincare Clear Cell Salicylic Clarifying Pads 60 Pads,Beauty,https://www.walmart.com/ip/IMAGE-Skincare-Clear-Cell-Salicylic-Clarifying-Pads-60-Pads/1007752443?athbdg=L1700,$21.33,$34.00,$12.67,37.26%
Red by Giorgio Beverly Hills for Women 3.0 oz Extraordinary Eau de Toilette Spray,Beauty,https://www.walmart.com/ip/Red-by-Giorgio-Beverly-Hills-for-Women-3-0-oz-Extraordinary-Eau-de-Toilette-Spray/735948842?athbdg=L1700,$26.49,$31.84,$5.35,16.80%
"Spa Gift Sets for Women 7 Pcs Ocean Beauty Bath & Body Baskets for Mom, Holiday Mother's Day Gifts",Beauty,https://www.walmart.com/ip/Spa-Gift-Sets-for-Women-7-Pcs-Ocean-Beauty-Bath-Body-Baskets-for-Mom-Holiday-Mother-s-Day-Gifts/354768819,$24.29,$26.99,$2.70,10.00%
"16 Packs Steam Eye Masks for Dark Circles and Puffiness Disposable Soothing Headache Relief Dry Eyes, Stress Relief Relief Eye Fatigue Steam Eye Masks (Unscented)",Beauty,https://www.walmart.com/ip/16-Packs-Steam-Eye-Masks-Dark-Circles-Puffiness-Disposable-Soothing-Headache-Relief-Dry-Eyes-Stress-Fatigue-Unscented/2176661032?athbdg=L1700,$12.99,$14.99,$2.00,13.34%
IMAGE Enhance 25% Stem Cell Facial Enhancer 0.5 oz,Beauty,https://www.walmart.com/ip/IMAGE-Enhance-25-Stem-Cell-Facial-Enhancer-0-5-oz/338605422?athbdg=L1700,$28.33,$31.49,$3.16,10.03%
"Versace Mini Perfume Gift Set for Women, 5 Pieces",Beauty,https://www.walmart.com/ip/Versace-Mini-Perfume-Gift-Set-for-Women-5-Pieces/867259596?athbdg=L1700,$49.99,$58.50,$8.51,14.55%
"BE LOVE 12 Pcs Hand Cream Gift Set - Shea Butter Hand Care Lotion Set, 1.0 oz Each , Gifts Set for Women and Mom",Beauty,https://www.walmart.com/ip/BE-LOVE-12-Pcs-Hand-Cream-Gift-Set-Shea-Butter-Hand-Care-Lotion-Set-1-0-oz-Each-Gifts-Set-for-Women-and-Mom/166072457,$22.99,$32.99,$10.00,30.31%
StriVectin Unisex SKINCARE Tri-Phase Daily Glow Toner 5 oz,Beauty,https://www.walmart.com/ip/StriVectin-Unisex-SKINCARE-Tri-Phase-Daily-Glow-Toner-5-oz/203304310?athbdg=L1700,$25.85,$28.74,$2.89,10.06%
"Dark Spot Remover for Face, Body and Sensitive areas - Natural Skincare for Underarms, Elbows & Privates - Made in USA - Dark Spot Corrector with Licorice, Mulberry Extract Arbutin, 1.7OZ",Beauty,https://www.walmart.com/ip/Dark-Spot-Remover-Face-Body-Sensitive-areas-Natural-Skincare-Underarms-Elbows-Privates-Made-USA-Corrector-Licorice-Mulberry-Extract-Arbutin-1-7OZ/239251278,$12.70,$14.12,$1.42,10.06%
Philosophy Sweet Vanilla Fig 16.0 oz Body Spritz (No Pump),Beauty,https://www.walmart.com/ip/Philosophy-Sweet-Vanilla-Fig-16-0-oz-Body-Spritz-No-Pump/551643740?athbdg=L1700,$24.00,$28.90,$4.90,16.96%
"EASACE Back Scratcher for Women Men Extendable with Strong ABS Massage Head, 21inch Body Scratcher for Adults - Pets Compact - Retractable Black",Beauty,https://www.walmart.com/ip/EASACE-Back-Scratcher-for-Women-Men-Extendable-with-Strong-ABS-Massage-Head-21inch-Body-Scratcher-for-Adults-Pets-Compact-Retractable-Black/402384662,$12.80,$14.24,$1.44,10.11%
"Eminence Bright Skin Targeted Treatment, 15ml",Beauty,https://www.walmart.com/ip/Eminence-Bright-Skin-Targeted-Treatment-15ml/385891756?athbdg=L1700,$39.82,$44.26,$4.44,10.03%
"Spa Gift Sets for Women, 6 Pcs Rose Bath and Body Set, Beauty Holiday Gifts for Her",Beauty,https://www.walmart.com/ip/Spa-Gift-Sets-for-Women-6-Pcs-Rose-Bath-and-Body-Set-Beauty-Holiday-Gifts-for-Her/799527130,$19.79,$21.99,$2.20,10.00%
Charger Station for iPhone Multiple Devices - 3 in 1 Fast Wireless Charging Dock Stand for Apple Watch Series 7 6 SE 5 4 3 2 & Airpods iPhone 14 13 12 11 Pro X Max XS XR 8 7 Plus 6s 6 with Adapter,Electronics,https://www.walmart.com/ip/Charger-Station-iPhone-Multiple-Devices-3-1-Fast-Wireless-Charging-Dock-Stand-Apple-Watch-Series-7-6-SE-5-4-2-Airpods-14-13-12-11-Pro-X-Max-XS-XR-8-P/884241747?athbdg=L1600,$29.89,$79.99,$50.10,62.63%
Canon EOS Rebel T7 DSLR Camera with 18-55mm Lens + 2 pcs SanDisk 64GB Memory Card + Case + Tripod + Telephoto + ZeeTech Accessory Bundle,Electronics,https://www.walmart.com/ip/Canon-EOS-Rebel-T7-DSLR-Camera-with-18-55mm-Lens-2-pcs-SanDisk-64GB-Memory-Card-Case-Tripod-Telephoto-ZeeTech-Accessory-Bundle/941981114?athbdg=L1600,$399.00,$499.99,$100.99,20.20%
"SAMSUNG 65"" Class LS03B The Frame QLED 4K Smart TV QN65LS03BAFXZA",Electronics,https://www.walmart.com/ip/SAMSUNG-65-Class-LS03B-The-Frame-QLED-4K-Smart-TV-QN65LS03BAFXZA/876051375?athbdg=L1600,"$1,597.00","$1,997.99",$400.99,20.07%
SGIN 15.6inch Laptop 12GB DDR4 512GB SSD Windows 11 Laptop Computer with Intel Celeron N5095A up to 2.9GHz Full HD 1920x1080 Laptops Computer,Electronics,https://www.walmart.com/ip/SGIN-15-6inch-Laptop-12GB-DDR4-512GB-SSD-Windows-11-Laptop-Computer-with-Intel-Celeron-N5095A-up-to-2-9GHz-Full-HD-1920x1080-Laptops-Computer/1168617951?athbdg=L1600,$359.99,"$1,333.99",$974.00,73.01%
SGIN 15.6inch Laptop 4GB DDR4 128GB SSD Windows 11 Laptop Computer with Intel Celeron J4105 up to 2.8GHz Full HD 1920x1080 Laptops Computer,Electronics,https://www.walmart.com/ip/SGIN-15-6inch-Laptop-4GB-DDR4-128GB-SSD-Windows-11-Laptop-Computer-with-Intel-Celeron-J4105-up-to-2-8GHz-Full-HD-1920x1080-Laptops-Computer/1044996074?athbdg=L1700,$259.99,"$1,049.99",$790.00,75.24%
"LG 65"" Class 4K UHD 2160P webOS Smart TV - 65UQ7070ZUE",Electronics,https://www.walmart.com/ip/LG-65-Class-4K-UHD-2160P-webOS-Smart-TV-65UQ7070ZUE/740630443,$476.00,$558.00,$82.00,14.70%
"USX MOUNT Full Motion TV Wall Mount for 47-90 inch TVs Swivels Tilts Extension Leveling Hold up to 132lb Max VESA 600x400mm, 16"" Wood Stud",Electronics,https://www.walmart.com/ip/USX-MOUNT-Full-Motion-TV-Wall-Mount-for-47-90-inch-TVs-Swivels-Tilts-Extension-Leveling-Hold-up-to-132lb-Max-VESA-600x400mm-16-Wood-Stud/381594003?athbdg=L1700,$37.99,$59.99,$22.00,36.67%
"SAMSUNG 55"" Class LS03B The Frame QLED 4K Smart TV QN55LS03BAFXZA",Electronics,https://www.walmart.com/ip/SAMSUNG-55-Class-LS03B-The-Frame-QLED-4K-Smart-TV-QN55LS03BAFXZA/944779027,"$1,067.00","$1,499.99",$432.99,28.87%
SZRSTH Solar Lights Outdoor - Waterproof Motion Sensor Security Lights with Wireless Remote Control - 2500LM 3Heads 210LED Flood Lights for Patio Garage Yard Entryways,Electronics,https://www.walmart.com/ip/SZRSTH-Solar-Lights-Outdoor-Waterproof-Motion-Sensor-Security-Wireless-Remote-Control-2500LM-3Heads-210LED-Flood-Patio-Garage-Yard-Entryways/641276075,$29.99,$69.99,$40.00,57.15%
"SAMSUNG 85"" Class LS03B The Frame QLED 4K Smart TV QN85LS03BAFXZA",Electronics,https://www.walmart.com/ip/SAMSUNG-85-Class-LS03B-The-Frame-QLED-4K-Smart-TV-QN85LS03BAFXZA/821830460,"$2,775.00","$4,297.99",$1522.99,35.43%
USX MOUNT Full Motion Tilting Swivel TV Wall Mount for 23-55 Inch TVs with Max VESA 400x400mm & 77lbs,Electronics,https://www.walmart.com/ip/USX-MOUNT-Full-Motion-Tilting-Swivel-TV-Wall-Mount-for-23-55-Inch-TVs-with-Max-VESA-400x400mm-77lbs/313254545,$18.99,$36.99,$18.00,48.66%
"CRUA 27 inch144Hz/165Hz Curved Gaming Monitor - FHD 1080P, 1800R Frameless Computer Monitor, 1ms GTG, FreeSync, VESA, Displayport, HDMI, Black",Electronics,https://www.walmart.com/ip/CRUA-27-inch144Hz-165Hz-Curved-Gaming-Monitor-FHD-1080P-1800R-Frameless-Computer-Monitor-1ms-GTG-FreeSync-VESA-Displayport-HDMI-Black/1682218455,$140.48,$229.99,$89.51,38.92%
"On-Ear Headphones with Microphone, Lightweight Folding Stereo Bass Headphones with 1.5M Tangle Free Cord, Green & Purple",Electronics,https://www.walmart.com/ip/On-Ear-Headphones-with-Microphone-Lightweight-Folding-Stereo-Bass-Headphones-with-1-5M-Tangle-Free-Cord-Green-Purple/870918933,$13.99,$25.99,$12.00,46.17%
"Full Motion TV Wall Mount for 26-60 Inch TVs, Swivel and Tilt Mount with Dual Articulating Arms Up to 100lbs, Max VESA 400x400mm, 16"" Wood Studs",Electronics,https://www.walmart.com/ip/Full-Motion-TV-Wall-Mount-for-26-60-Inch-TVs-Swivel-and-Tilt-Mount-with-Dual-Articulating-Arms-Up-to-100lbs-Max-VESA-400x400mm-16-Wood-Studs/736384314,$32.99,$49.99,$17.00,34.01%
"ROCONIA 5G WiFi Bluetooth Native 1080P Projector, 12000LM Full HD Movie Projector, LCD Technology 300"" Display Support 4k Home Theater,(Projector Screen Included)",Electronics,https://www.walmart.com/ip/ROCONIA-5G-WiFi-Bluetooth-Native-1080P-Projector-12000LM-Full-HD-Movie-LCD-Technology-300-Display-Support-4k-Home-Theater-Projector-Screen-Included/663038446,$139.99,$369.98,$229.99,62.16%
VEATOOL Bluetooth Headphones True Wireless Earbuds 60H Playback LED Power Display Earphones with Wireless Charging Case IPX7 Waterproof in-Ear Earbuds with Mic for TV Smart Phone Computer Laptop,Electronics,https://www.walmart.com/ip/VEATOOL-Bluetooth-Headphones-True-Wireless-Earbuds-60H-Playback-LED-Power-Display-Earphones-Charging-Case-IPX7-Waterproof-in-Ear-Mic-TV-Smart-Phone-C/491305647,$34.99,$79.99,$45.00,56.26%
